,Unnamed: 0,unique_number,name_en,date_inscribed,longitude,latitude,category,category_short,states_name_en,region_en,gdp,count,countbycategory,countbystate,countbyregion,countbyregiondate,countbystatedate,countbycatdate
439,44,853,Rice Terraces of the Philippine Cordilleras,1995,121.13667,16.933889999999998,Cultural,C,Philippines,Asia and the Pacific,4636.0,1760000.0,869,6,266,94,3,349
440,44,848,Historic Centre of Siena,1995,11.33166667,43.31861111,Cultural,C,Italy,Europe and North America,28125.0,31052000.0,869,49,528,224,12,349
441,44,864,Hanseatic Town of Visby,1995,18.29583,57.64167,Cultural,C,Sweden,Europe and North America,27970.0,2310000.0,869,13,528,224,6,349
442,44,854,Cultural Landscape of Sintra,1995,-9.41667,38.78333,Cultural,C,Portugal,Europe and North America,16950.0,4572000.0,869,16,528,224,7,349
443,44,860,Old and New Towns of Edinburgh,1995,-3.216666667,55.95,Cultural,C,United Kingdom of Great Britain and Northern Ireland,Europe and North America,65307.0,24671000.0,869,31,528,224,15,349
444,44,846,Rapa Nui National Park,1995,-109.45,-27.15,Cultural,C,Chile,Latin America and the Caribbean,11129.0,1540000.0,869,5,142,62,1,349
445,44,881,Historic Quarter of the City of Colonia del Sacramento,1995,-57.85333333,-34.46777778,Cultural,C,Uruguay,Latin America and the Caribbean,11733.0,2022000.0,869,2,142,62,1,349
446,44,869,Seokguram Grotto and Bulguksa Temple,1995,129.35,35.78333333,Cultural,C,Republic of Korea,Asia and the Pacific,148807.0,2611900.0,869,14,266,94,3,349
447,44,865,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,1995,15.26666667,49.95,Cultural,C,Czechia,Europe and North America,21004.0,2223000.0,869,13,528,224,5,349
448,44,871,Jongmyo Shrine,1995,126.98333,37.55,Cultural,C,Republic of Korea,Asia and the Pacific,148807.0,2611900.0,869,14,266,94,3,349
449,45,874,Gough and Inaccessible Islands,1995,-9.928611111,-40.32472222,Natural,N,United Kingdom of Great Britain and Northern Ireland,Europe and North America,65307.0,24671000.0,213,31,528,224,15,99
450,44,1954,Town of Luang Prabang,1995,102.13333,19.88889,Cultural,C,Lao People's Democratic Republic,Asia and the Pacific,3384.0,1394000.0,869,3,266,94,1,349
451,44,878,San Agustín Archaeological Park,1995,-76.23333333,1.916666667,Cultural,C,Colombia,Latin America and the Caribbean,7597.0,1399000.0,869,8,142,62,5,349
452,44,862,Crespi d'Adda,1995,9.53833,45.59333,Cultural,C,Italy,Europe and North America,28125.0,31052000.0,869,49,528,224,12,349
453,45,850,Virgin Komi Forests,1995,58.9525,63.62583333,Natural,N,Russian Federation,Europe and North America,7091.0,5224000.0,213,25,528,224,9,99
454,44,877,National Archeological Park of Tierradentro,1995,-76.03333333,2.583333333,Cultural,C,Colombia,Latin America and the Caribbean,7597.0,1399000.0,869,8,142,62,5,349
455,44,876,Historic Centre of Santa Cruz de Mompox,1995,-74.43333333,9.233333333,Cultural,C,Colombia,Latin America and the Caribbean,7597.0,1399000.0,869,8,142,62,5,349
456,44,875,Old Town Lunenburg,1995,-64.30916667,44.37611111,Cultural,C,Canada,Europe and North America,31522.0,16932000.0,869,18,528,224,10,349
457,44,868,Historic Villages of Shirakawa-go and Gokayama,1995,136.8833333,36.4,Cultural,C,Japan,Asia and the Pacific,32146.0,3345000.0,869,22,266,94,6,349
458,45,407,Waterton Glacier International Peace Park,1995,-113.90416670000002,48.99605556,Natural,N,"Canada,United States of America",Europe and North America,42969.0,19824000.0,213,2,528,224,2,99
459,45,1733,Messel Pit Fossil Site,1995,8.75389,49.91667,Natural,N,Germany,Europe and North America,29211.0,14847000.0,213,39,528,224,16,99
460,45,1624,Caves of Aggtelek Karst and Slovak Karst,1995,20.48687,48.47573,Natural,N,"Hungary,Slovakia",Europe and North America,16957.0,3013000.0,213,1,528,224,1,99
461,45,852,Carlsbad Caverns National Park,1995,-104.3833333,32.16666667,Natural,N,United States of America,Europe and North America,65307.0,24671000.0,213,22,528,224,18,99
462,44,1867,Historic Centre of Naples,1995,14.26277778,40.85138889,Cultural,C,Italy,Europe and North America,28125.0,31052000.0,869,49,528,224,12,349
463,44,254,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",1995,4.806111111,43.95277778,Cultural,C,France,Europe and North America,25434.0,60033000.0,869,41,528,224,20,349
464,44,822,Roskilde Cathedral,1995,12.07972222,55.64222222,Cultural,C,Denmark,Europe and North America,28518.0,2124000.0,869,9,528,224,2,349
465,44,872,Schokland and Surroundings,1995,5.771666667000001,52.63861111,Cultural,C,Netherlands,Europe and North America,28915.0,6574000.0,869,9,528,224,1,349
466,44,867,"Ferrara, City of the Renaissance, and its Po Delta",1995,11.61944444,44.83777778,Cultural,C,Italy,Europe and North America,28125.0,31052000.0,869,49,528,224,12,349
467,46,890,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar ",1996,-8.616666667,41.14166667,Cultural,C,Portugal,Europe and North America,17194.0,4567000.0,869,16,528,249,8,379
468,46,701,Sangiran Early Man Site,1996,110.8166667,-7.4,Cultural,C,Indonesia,Asia and the Pacific,4572.0,5034000.0,869,9,266,99,5,379
469,46,459,Castel del Monte,1996,16.27094444,41.08480556,Cultural,C,Italy,Europe and North America,28395.0,32943000.0,869,49,528,249,16,379
470,46,894,Defence Line of Amsterdam,1996,4.893055556,52.37444444,Cultural,C,Netherlands,Europe and North America,29657.0,6580000.0,869,9,528,249,2,379
471,48,902,Volcanoes of Kamchatka,1996,158.5,56.33333333,Natural,N,Russian Federation,Europe and North America,7091.0,5224000.0,213,25,528,249,11,104
472,46,892,Sceilg Mhichíl,1996,-10.53861,51.77194,Cultural,C,Ireland,Europe and North America,25516.0,5289000.0,869,2,528,249,2,379
473,46,930,The <I>Trulli</I> of Alberobello,1996,17.23694,40.7825,Cultural,C,Italy,Europe and North America,28395.0,32943000.0,869,49,528,249,16,379
474,46,931,Early Christian Monuments of Ravenna,1996,12.19625,44.42041667,Cultural,C,Italy,Europe and North America,28395.0,32943000.0,869,49,528,249,16,379
475,46,932,Historic Centre of the City of Pienza,1996,11.67861111,43.07694444,Cultural,C,Italy,Europe and North America,28395.0,32943000.0,869,49,528,249,16,379
476,48,889,Lake Baikal,1996,107.6625,53.17361111,Natural,N,Russian Federation,Europe and North America,7091.0,5224000.0,213,25,528,249,11,104
477,47,922,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",1996,103.76925,29.5449,Mixed,C/N,China,Asia and the Pacific,3494.0,22765000.0,39,54,266,99,16,21
478,46,926,Luther Memorials in Eisleben and Wittenberg,1996,12.65278,51.86472,Cultural,C,Germany,Europe and North America,29415.0,15205000.0,869,39,528,249,19,379
479,46,921,Lushan National Park,1996,115.8666667,29.43333333,Cultural,C,China,Asia and the Pacific,3494.0,22765000.0,869,54,266,99,16,379
480,46,1628,Cologne Cathedral,1996,6.957222222,50.94111111,Cultural,C,Germany,Europe and North America,29415.0,15205000.0,869,39,528,249,19,379
481,46,2158,"Bauhaus and its Sites in Weimar, Dessau and Bernau",1996,11.3295,50.97477778,Cultural,C,Germany,Europe and North America,29415.0,15205000.0,869,39,528,249,19,379
482,47,916,Laponian Area,1996,17.58333,67.33333,Mixed,C/N,Sweden,Europe and North America,28508.0,2376000.0,39,13,528,249,8,21
483,46,899,Lednice-Valtice Cultural Landscape,1996,16.775,48.77583,Cultural,C,Czechia,Europe and North America,21004.0,2223000.0,869,13,528,249,6,379
484,46,910,Canal du Midi,1996,1.416388889,43.61138889,Cultural,C,France,Europe and North America,25692.0,62406000.0,869,41,528,249,21,379
485,48,900,Belize Barrier Reef Reserve System,1996,-87.05833333,16.75,Natural,N,Belize,Latin America and the Caribbean,38907.0,133000.0,213,1,142,65,1,104
486,48,2129,W-Arly-Pendjari Complex,1996,2.4877777780000003,11.88416667,Natural,N,"Benin,Burkina Faso,Niger",Africa,1776.0,133000.0,213,1,96,44,1,104
487,46,920,Monasteries of Haghpat and Sanahin,1996,44.71028,41.095,Cultural,C,Armenia,Europe and North America,3155.0,13000.0,869,3,528,249,1,379
488,48,849,Okapi Wildlife Reserve,1996,28.5,2.0,Natural,N,Democratic Republic of the Congo,Africa,21004.0,2223000.0,213,5,96,44,5,104
489,46,925,La Lonja de la Seda de Valencia,1996,-0.378444444,39.47441667,Cultural,C,Spain,Europe and North America,20655.0,34027000.0,869,44,528,249,23,379
490,46,839,Upper Svaneti,1996,43.01139000000001,42.91639,Cultural,C,Georgia,Europe and North America,3332.0,117000.0,869,3,528,249,3,379
491,46,924,Historic Walled Town of Cuenca,1996,-2.13174,40.07662,Cultural,C,Spain,Europe and North America,20655.0,34027000.0,869,44,528,249,23,379
492,46,885,Verla Groundwood and Board Mill,1996,26.64083,61.06194,Cultural,C,Finland,Europe and North America,24489.0,1724000.0,869,5,528,249,4,379
493,46,936,Historic Monuments Zone of Querétaro,1996,-100.3666667,20.58333333,Cultural,C,Mexico,Latin America and the Caribbean,9145.0,21395000.0,869,35,142,65,16,379
494,46,923,Archaeological Site of Aigai (modern name Vergina),1996,22.31833,40.47139,Cultural,C,Greece,Europe and North America,19292.0,9233000.0,869,18,528,249,14,379
495,46,918,Itsukushima Shinto Shrine,1996,132.3246389,34.29441667,Cultural,C,Japan,Asia and the Pacific,32540.0,3837000.0,869,22,266,99,8,379
496,46,917,Hiroshima Peace Memorial (Genbaku Dome),1996,132.45,34.38333333,Cultural,C,Japan,Asia and the Pacific,32540.0,3837000.0,869,22,266,99,8,379
497,46,929,Palace and Gardens of Schönbrunn,1996,16.31333333,48.18666667,Cultural,C,Austria,Europe and North America,29266.0,17090000.0,869,7,528,249,2,379
498,46,927,Historic Centre of the City of Salzburg,1996,13.04333333,47.80055556,Cultural,C,Austria,Europe and North America,29266.0,17090000.0,869,7,528,249,2,379
499,46,937,Historic City of Meknes,1996,-5.5583300000000015,33.88333,Cultural,C,Morocco,Arab States,5558.0,2693000.0,869,9,86,47,4,379
500,46,893,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,1996,17.78444,47.55889000000001,Cultural,C,Hungary,Europe and North America,12493.0,2979000.0,869,6,528,249,3,379
501,46,898,"Church Town of Gammelstad, Luleå ",1996,22.02861,65.64611,Cultural,C,Sweden,Europe and North America,28508.0,2376000.0,869,13,528,249,8,379
502,46,935,Pre-Hispanic Town of Uxmal,1996,-89.77027778,20.36166667,Cultural,C,Mexico,Latin America and the Caribbean,9145.0,21395000.0,869,35,142,65,16,379
503,46,884,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",1996,-11.62361,20.92889,Cultural,C,Mauritania,Arab States,1938.0,4600.0,869,2,86,47,2,379
504,49,1003,Historic Centre of Riga,1997,24.116670000000006,56.95417,Cultural,C,Latvia,Europe and North America,8739.0,635000.0,869,1,528,274,1,417
505,49,939,Maritime Greenwich,1997,-0.003777778,51.48116667,Cultural,C,United Kingdom of Great Britain and Northern Ireland,Europe and North America,65307.0,24671000.0,869,31,528,274,16,417
506,51,962,Morne Trois Pitons National Park,1997,-61.28333333,15.26666667,Natural,N,Dominica,Latin America and the Caribbean,7704.0,65000.0,213,1,142,71,1,111
507,49,992,"San Pedro de la Roca Castle, Santiago de Cuba",1997,-75.87083333,19.96666667,Cultural,C,Cuba,Latin America and the Caribbean,4401.0,1153000.0,869,9,142,71,3,417
508,49,981,Villa Romana del Casale,1997,14.33417,37.36611,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
509,49,986,Medina of Tétouan (formerly known as Titawin),1997,-5.36667,35.57083,Cultural,C,Morocco,Arab States,5106.0,3072000.0,869,9,86,50,6,417
510,49,956,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,1997,13.59444,45.22917,Cultural,C,Croatia,Europe and North America,13090.0,4178000.0,869,7,528,274,5,417
511,49,980,Archaeological Area of Agrigento,1997,13.59333333,37.28972222,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
512,49,979,Costiera Amalfitana,1997,14.6,40.65,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
513,49,978,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",1997,14.48333333,40.75,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
514,49,976,"Cathedral, Torre Civica and Piazza Grande, Modena",1997,10.92568,44.64624,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
515,49,975,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",1997,9.72917,44.10694,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
516,49,973,"Botanical Garden (Orto Botanico), Padua",1997,11.88066667,45.39911111,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
517,49,1736,Residences of the Royal House of Savoy,1997,7.68572,45.07253,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
518,49,646,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",1997,14.32639,41.07333,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
519,49,1934,Old Town of Lijiang,1997,100.23333,26.866670000000006,Cultural,C,China,Asia and the Pacific,3540.0,23770000.0,869,54,266,109,19,417
520,49,959,Ancient City of Ping Yao,1997,112.15444,37.20139,Cultural,C,China,Asia and the Pacific,3540.0,23770000.0,869,54,266,109,19,417
521,49,961,Classical Gardens of Suzhou,1997,120.45,31.31666667,Cultural,C,China,Asia and the Pacific,3540.0,23770000.0,869,54,266,109,19,417
522,49,693,Rohtas Fort,1997,73.58888889,32.9625,Cultural,C,Pakistan,Asia and the Pacific,2554.0,375000.0,869,6,266,109,6,417
523,49,938,Dougga / Thugga,1997,9.22028,36.42361,Cultural,C,Tunisia,Arab States,8437.0,4263000.0,869,8,86,50,8,417
524,51,969,Cocos Island National Park,1997,-87.06666667,5.533333333,Natural,N,Costa Rica,Latin America and the Caribbean,8910.0,811000.0,213,3,142,71,1,111
525,49,934,Archaeological Site of Panamá Viejo and Historic District of Panamá,1997,-79.54055556,8.951111111,Cultural,C,Panama,Latin America and the Caribbean,8168.0,421000.0,869,4,142,71,3,417
526,49,957,Historic City of Trogir,1997,16.25167,43.5125,Cultural,C,Croatia,Europe and North America,13090.0,4178000.0,869,7,528,274,5,417
527,49,970,Historic Centre of São Luís,1997,-44.3025,-2.514166667,Cultural,C,Brazil,Latin America and the Caribbean,9121.0,2850000.0,869,21,142,71,8,417
528,49,982,Su Nuraxi di Barumini,1997,8.991388889,39.70583333,Cultural,C,Italy,Europe and North America,29537.0,34692000.0,869,49,528,274,26,417
529,49,965,Hwaseong Fortress,1997,127.00833,37.27222,Cultural,C,Republic of Korea,Asia and the Pacific,148807.0,2611900.0,869,14,266,109,5,417
530,49,1625,Archaeological Site of Volubilis,1997,-5.55694,34.07389000000001,Cultural,C,Morocco,Arab States,5106.0,3072000.0,869,9,86,50,6,417
531,51,683,Heard and McDonald Islands,1997,73.5,-53.1,Natural,N,Australia,Asia and the Pacific,32433.0,4318000.0,213,20,266,109,13,111
532,51,747,Macquarie Island,1997,158.8955556,-54.59472222,Natural,N,Australia,Asia and the Pacific,32433.0,4318000.0,213,20,266,109,13,111
533,49,966,Mill Network at Kinderdijk-Elshout,1997,4.649444443999999,51.8825,Cultural,C,Netherlands,Europe and North America,32099.0,7841000.0,869,9,528,274,4,417
534,49,952,Hallstatt-Dachstein / Salzkammergut Cultural Landscape,1997,13.64638889,47.55944444,Cultural,C,Austria,Europe and North America,31019.0,16647000.0,869,7,528,274,3,417
535,49,967,"Historic Area of Willemstad, Inner City and Harbour, Curaçao",1997,-68.90222,12.10194,Cultural,C,Netherlands,Europe and North America,32099.0,7841000.0,869,9,528,274,4,417
536,49,788,"Lumbini, the Birthplace of the Lord Buddha",1997,83.27611,27.46889,Cultural,C,Nepal,Asia and the Pacific,1501.0,422000.0,869,4,266,109,4,417
537,49,949,Las Médulas,1997,-6.77075,42.46939,Cultural,C,Spain,Europe and North America,22161.0,39553000.0,869,44,528,274,26,417
538,49,1631,"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",1997,2.175,41.38778,Cultural,C,Spain,Europe and North America,22161.0,39553000.0,869,44,528,274,26,417
539,49,951,San Millán Yuso and Suso Monasteries,1997,-2.86496,42.32586,Cultural,C,Spain,Europe and North America,22161.0,39553000.0,869,44,528,274,26,417
540,49,984,Medieval Town of Toruń,1997,18.61944,53.01,Cultural,C,Poland,Europe and North America,11637.0,19520000.0,869,13,528,274,7,417
541,49,998,Castle of the Teutonic Order in Malbork,1997,19.03333333,54.04166667,Cultural,C,Poland,Europe and North America,11637.0,19520000.0,869,13,528,274,7,417
542,51,943,The Sundarbans,1997,89.18333,21.95,Natural,N,Bangladesh,Asia and the Pacific,1459.0,182000.0,213,3,266,109,3,111
543,50,915,Pyrénées - Mont Perdu,1997,-0.0005,42.68542,Mixed,C/N,"France,Spain",Europe and North America,38448.0,84452000.0,39,1,528,274,1,22
544,51,1902,Mount Kenya National Park/Natural Forest,1997,37.31555556,-0.155,Natural,N,Kenya,Africa,2247.0,928000.0,213,7,96,46,2,111
545,51,947,Lake Turkana National Parks,1997,36.50366667,3.0513055560000004,Natural,N,Kenya,Africa,2247.0,928000.0,213,7,96,46,2,111
546,49,393,Historic Fortified City of Carcassonne,1997,2.358888889,43.21055556,Cultural,C,France,Europe and North America,27237.0,66591000.0,869,41,528,274,22,417
547,49,963,"Hospicio Cabañas, Guadalajara",1997,-103.3397222,20.67388889,Cultural,C,Mexico,Latin America and the Caribbean,9674.0,19351000.0,869,35,142,71,17,417
548,49,1626,Historic Centre (Old Town) of Tallinn,1997,24.73333333,59.43333000000001,Cultural,C,Estonia,Europe and North America,9075.0,730000.0,869,1,528,274,1,417
549,49,964,Changdeokgung Palace Complex,1997,126.98333329999998,37.55,Cultural,C,Republic of Korea,Asia and the Pacific,148807.0,2611900.0,869,14,266,109,5,417
550,52,977,Historic Centre of Urbino,1998,12.63333,43.725,Cultural,C,Italy,Europe and North America,31188.0,34933000.0,869,49,528,295,29,444
551,52,1018,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),1998,5.67889,52.84583000000001,Cultural,C,Netherlands,Europe and North America,33873.0,9312000.0,869,9,528,295,5,444
552,52,1021,Historic Monuments of Ancient Nara,1998,135.83944440000002,34.67555556,Cultural,C,Japan,Asia and the Pacific,32132.0,4106000.0,869,22,266,114,9,444
553,53,1029,New Zealand Sub-Antarctic Islands,1998,166.1044444,-50.75,Natural,N,New Zealand,Asia and the Pacific,24078.0,1475000.0,213,3,266,114,3,114
554,52,1001,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),1998,36.04889,34.24333,Cultural,C,Lebanon,Arab States,11198.0,631000.0,869,5,86,51,5,444
555,52,662,"Archaeological Zone of Paquimé, Casas Grandes",1998,-107.95556,30.37583,Cultural,C,Mexico,Latin America and the Caribbean,10217.0,19392000.0,869,35,142,74,19,444
556,52,1642,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,1998,-6.661111111,40.6975,Cultural,C,"Portugal,Spain",Europe and North America,25862.0,8097000.0,869,1,528,295,1,444
557,52,1013,Historic Monuments Zone of Tlacotalpan,1998,-95.65833333,18.60833333,Cultural,C,Mexico,Latin America and the Caribbean,10217.0,19392000.0,869,35,142,74,19,444
558,52,993,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",1998,15.26666667,40.28333333,Cultural,C,Italy,Europe and North America,31188.0,34933000.0,869,49,528,295,29,444
559,52,1006,Flemish Béguinages,1998,4.47375,51.03097222,Cultural,C,Belgium,Europe and North America,29919.0,6179000.0,869,10,528,295,3,444
560,52,1022,Naval Port of Karlskrona,1998,15.583329999999998,56.16667,Cultural,C,Sweden,Europe and North America,31799.0,2573000.0,869,13,528,295,9,444
561,53,1005,East Rennell,1998,160.33333000000005,-11.68333,Natural,N,Solomon Islands,Asia and the Pacific,19466.0,15800.0,213,1,266,114,1,114
562,52,1035,Fuerte de Samaipata,1998,-63.81666667,-18.16666667,Cultural,C,Bolivia (Plurinational State of),Latin America and the Caribbean,1776.0,133000.0,869,6,142,74,4,444
563,52,1007,"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",1998,4.13722,50.48111,Cultural,C,Belgium,Europe and North America,29919.0,6179000.0,869,10,528,295,3,444
564,52,928,Semmering Railway,1998,15.82797222,47.64877778,Cultural,C,Austria,Europe and North America,32638.0,17352000.0,869,7,528,295,4,444
565,52,1026,Rock Art of the Mediterranean Basin on the Iberian Peninsula,1998,-1.03331,39.78995,Cultural,C,Spain,Europe and North America,23756.0,41892000.0,869,44,528,295,28,444
566,52,1012,Holašovice Historic Village,1998,14.25277778,48.95972222,Cultural,C,Czechia,Europe and North America,21004.0,2223000.0,869,13,528,295,8,444
567,52,1011,Gardens and Castle at Kroměříž,1998,17.37722222,49.3,Cultural,C,Czechia,Europe and North America,21004.0,2223000.0,869,13,528,295,8,444
568,52,1927,Choirokoitia,1998,33.34333,34.79833,Cultural,C,Cyprus,Europe and North America,21004.0,2223000.0,869,3,528,295,3,444
569,52,1023,Historic Site of Lyon,1998,4.83333,45.76722,Cultural,C,France,Europe and North America,28888.0,70109000.0,869,41,528,295,24,444
570,53,907,Golden Mountains of Altai,1998,86.0,50.46666667,Natural,N,Russian Federation,Europe and North America,7091.0,5224000.0,213,25,528,295,12,114
571,52,2319,Archaeological Area and the Patriarchal Basilica of Aquileia,1998,13.3675,45.76833333,Cultural,C,Italy,Europe and North America,31188.0,34933000.0,869,49,528,295,29,444
572,52,1028,University and Historic Precinct of Alcalá de Henares,1998,-3.3680555560000003,40.48138889,Cultural,C,Spain,Europe and North America,23756.0,41892000.0,869,44,528,295,28,444
573,52,1032,"Summer Palace, an Imperial Garden in Beijing",1998,116.1411111,39.91055556,Cultural,C,China,Asia and the Pacific,3554.0,25073000.0,869,54,266,114,21,444
574,52,1008,"La Grand-Place, Brussels",1998,4.35242,50.84668,Cultural,C,Belgium,Europe and North America,29919.0,6179000.0,869,10,528,295,3,444
575,52,1000,Archaeological Site of Troy,1998,26.239,39.95644,Cultural,C,Turkey,Europe and North America,11564.0,8960000.0,869,18,528,295,9,444
576,52,997,Classical Weimar,1998,11.32861,50.9775,Cultural,C,Germany,Europe and North America,31964.0,16511000.0,869,39,528,295,20,444
577,52,1033,Temple of Heaven: an Imperial Sacrificial Altar in Beijing,1998,116.4447222,39.84555556,Cultural,C,China,Asia and the Pacific,3554.0,25073000.0,869,54,266,114,21,444
578,52,1632,L'viv – the Ensemble of the Historic Centre,1998,24.03198,49.84163,Cultural,C,Ukraine,Europe and North America,4457.0,6208000.0,869,4,528,295,2,444
579,52,1019,Routes of Santiago de Compostela in France,1998,0.722944444,45.18405556,Cultural,C,France,Europe and North America,28888.0,70109000.0,869,41,528,295,24,444
580,54,586,Historic City of Vigan,1999,120.3875,17.575,Cultural,C,Philippines,Asia and the Pacific,4147.0,2171000.0,869,6,266,124,5,479
581,54,1094,Archaeological Monuments Zone of Xochicalco,1999,-99.275,18.81028,Cultural,C,Mexico,Latin America and the Caribbean,10391.0,19043000.0,869,35,142,86,21,479
582,54,1046,Historic Fortified Town of Campeche,1999,-90.53722,19.84639,Cultural,C,Mexico,Latin America and the Caribbean,10391.0,19043000.0,869,35,142,86,21,479
583,56,773,Puerto-Princesa Subterranean River National Park,1999,118.9166667,10.16666667,Natural,N,Philippines,Asia and the Pacific,4147.0,2171000.0,213,6,266,124,5,125
584,54,1088,Jurisdiction of Saint-Emilion,1999,-0.155277778,44.89472222,Cultural,C,France,Europe and North America,29973.0,73147000.0,869,41,528,317,25,479
585,54,1048,Wartburg Castle,1999,10.307,50.96677778,Cultural,C,Germany,Europe and North America,33145.0,17116000.0,869,39,528,317,22,479
586,54,1100,Belfries of Belgium and France,1999,3.23139,50.17444,Cultural,C,"Belgium,France",Europe and North America,38907.0,7560000.0,869,1,528,317,1,479
587,54,1055,Historic Centre of Sighişoara,1999,24.79222222,46.21777778,Cultural,C,Romania,Europe and North America,7091.0,5224000.0,869,7,528,317,7,479
588,54,1014,Historic Centre of Santa Ana de los Ríos de Cuenca,1999,-78.98333333,-2.883333333,Cultural,C,Ecuador,Latin America and the Caribbean,4797.0,518000.0,869,4,142,86,4,479
589,54,1042,Historic Centre of the Town of Diamantina,1999,-43.6,-18.23333333,Cultural,C,Brazil,Latin America and the Caribbean,8279.0,5107000.0,869,21,142,86,11,479
590,56,1045,Atlantic Forest South-East Reserves,1999,-48.0,-24.16667,Natural,N,Brazil,Latin America and the Caribbean,8279.0,5107000.0,213,21,142,86,11,125
591,56,812,Miguasha National Park,1999,-66.35305556,48.105,Natural,N,Canada,Europe and North America,35222.0,19411000.0,213,18,528,317,11,125
592,54,1054,Litomyšl Castle,1999,16.31444,49.87361,Cultural,C,Czechia,Europe and North America,21004.0,2223000.0,869,13,528,317,9,479
593,56,1041,Desembarco del Granma National Park,1999,-77.63333,19.88333,Natural,N,Cuba,Latin America and the Caribbean,4492.0,1561000.0,213,9,142,86,5,125
594,54,2125,Heart of Neolithic Orkney,1999,-3.188666667,58.99605556,Cultural,C,United Kingdom of Great Britain and Northern Ireland,Europe and North America,65307.0,24671000.0,869,31,528,317,17,479
595,54,991,Viñales Valley,1999,-83.71667,22.616670000000006,Cultural,C,Cuba,Latin America and the Caribbean,4492.0,1561000.0,869,9,142,86,5,479
596,56,1083,Area de Conservación Guanacaste,1999,-85.61666667,10.85,Natural,N,Costa Rica,Latin America and the Caribbean,9618.0,1032000.0,213,3,142,86,2,125
597,54,1038,State Historical and Cultural Park “Ancient Merv”,1999,62.1775,37.70083,Cultural,C,Turkmenistan,Asia and the Pacific,3332.0,30289000.0,869,3,266,124,1,479
598,55,2245,Mount Wuyi,1999,117.68333,27.71667,Mixed,C/N,China,Asia and the Pacific,3765.0,27047000.0,39,54,266,124,23,24
599,54,1065,Dazu Rock Carvings,1999,105.705,29.70111,Cultural,C,China,Asia and the Pacific,3765.0,27047000.0,869,54,266,124,23,479
600,54,686,Bronze Age Burial Site of Sammallahdenmäki,1999,21.7775,61.12056,Cultural,C,Finland,Europe and North America,31092.0,1831000.0,869,5,528,317,5,479
601,56,1044,Discovery Coast Atlantic Forest Reserves,1999,-39.25,-16.5,Natural,N,Brazil,Latin America and the Caribbean,8279.0,5107000.0,213,21,142,86,11,125
602,54,1047,"Museumsinsel (Museum Island), Berlin",1999,13.39861111,52.51972222,Cultural,C,Germany,Europe and North America,33145.0,17116000.0,869,39,528,317,22,479
603,54,1097,Archaeological Sites of Mycenae and Tiryns,1999,22.75,37.73333333,Cultural,C,Greece,Europe and North America,22237.0,12164000.0,869,18,528,317,16,479
604,56,1118,Lorentz National Park,1999,137.83333000000002,-4.75,Natural,N,Indonesia,Asia and the Pacific,3582.0,4728000.0,213,9,266,124,6,125
605,56,1067,iSimangaliso Wetland Park,1999,32.55,-27.838890000000006,Natural,N,South Africa,Africa,8142.0,5890000.0,213,9,96,50,3,125
606,54,1069,Fossil Hominid Sites of South Africa,1999,29.17694,-24.15861,Cultural,C,South Africa,Africa,8142.0,5890000.0,869,9,96,50,3,479
607,54,1059,Dacian Fortresses of the Orastie Mountains,1999,23.31194444,45.62305556,Cultural,C,Romania,Europe and North America,7091.0,5224000.0,869,7,528,317,7,479
608,54,1070,Robben Island,1999,18.36666667,-33.8,Cultural,C,South Africa,Africa,8142.0,5890000.0,869,9,96,50,3,479
609,54,1540,Mountain Railways of India,1999,76.93583000000002,11.51028,Cultural,C,India,Asia and the Pacific,1935.0,2482000.0,869,37,266,124,22,479
